timestamp,label,alpha_absolute_ch1,alpha_absolute_ch2,alpha_absolute_ch3,alpha_absolute_ch4,beta_absolute_ch1,beta_absolute_ch2,beta_absolute_ch3,beta_absolute_ch4,delta_absolute_ch1,delta_absolute_ch2,delta_absolute_ch3,delta_absolute_ch4,theta_absolute_ch1,theta_absolute_ch2,theta_absolute_ch3,theta_absolute_ch4,gamma_absolute_ch1,gamma_absolute_ch2,gamma_absolute_ch3,gamma_absolute_ch4,alpha_relative_ch1,alpha_relative_ch2,alpha_relative_ch3,alpha_relative_ch4,beta_relative_ch1,beta_relative_ch2,beta_relative_ch3,beta_relative_ch4,delta_relative_ch1,delta_relative_ch2,delta_relative_ch3,delta_relative_ch4,theta_relative_ch1,theta_relative_ch2,theta_relative_ch3,theta_relative_ch4,gamma_relative_ch1,gamma_relative_ch2,gamma_relative_ch3,gamma_relative_ch4,alpha_session_score_ch1,alpha_session_score_ch2,alpha_session_score_ch3,alpha_session_score_ch4,beta_session_score_ch1,beta_session_score_ch2,beta_session_score_ch3,beta_session_score_ch4,delta_session_score_ch1,delta_session_score_ch2,delta_session_score_ch3,delta_session_score_ch4,theta_session_score_ch1,theta_session_score_ch2,theta_session_score_ch3,theta_session_score_ch4,gamma_session_score_ch1,gamma_session_score_ch2,gamma_session_score_ch3,gamma_session_score_ch4
1542224355,0,0.542769849,0.976584077,0.472682685,0.685770512,0.594568849,0.485771656,0.690453172,1.009868741,1.187656283,1.400042415,1.133260012,1.641904593,0.713210046,0.893580139,0.902591288,1.27263689,0.211547568,0.28316921,0.441742599,0.63453275,0.117809847,0.199884444,0.092163727,0.059173044,0.132733509,0.064560451,0.152170509,0.12480218,0.520077407,0.529952943,0.421829879,0.534882069,0.174430266,0.165110648,0.248009667,0.22855477,0.054948941,0.040491525,0.085826211,0.052587938,0.137254909,1,0,0.5,0,0.452054799,0.636363626,0.563636363,0.511627913,0.646551728,0,0.876923084,0.339622647,0.663043499,0.307692319,0.984251976,0,0.339622647,0.370967746,0
1542224356,0,0.542769849,0.976584077,0.475202501,0.685770512,0.594568849,0.487172216,0.682974219,1.009868741,1.187656283,1.391603827,1.182136893,1.641904593,0.713210046,0.892042875,0.944597483,1.27263689,0.211547568,0.276871294,0.427918017,0.63453275,0.117809847,0.202139437,0.08658015,0.059173044,0.132733509,0.065499678,0.139697954,0.12480218,0.520077407,0.525618732,0.440912813,0.534882069,0.174430266,0.166383341,0.255160451,0.22855477,0.054948941,0.040358804,0.07764864,0.052587938,0.137254909,1,0,0.5,0,0.452054799,0.609375,0.563636363,0.511627913,0.637931049,0.071428575,0.876923084,0.339622647,0.663043499,0.358974367,0.984251976,0,0.323809534,0.354838699,0
1542224356,0,0.530223846,0.976584077,0.487291753,0.685770512,0.553080976,0.49272868,0.68447566,1.001302958,1.268572807,1.376448274,1.282927155,1.677996993,0.785030067,0.885231137,1.013807535,1.307796597,0.162565798,0.276422739,0.415001661,0.630618572,0.102505751,0.206225544,0.076750927,0.055681013,0.108045161,0.067684166,0.120855816,0.115143552,0.561173439,0.517853141,0.479423225,0.54693234,0.184312344,0.167105034,0.257987976,0.233202547,0.043963287,0.041132122,0.064982072,0.049040537,0.117647059,1,0,0.5,0,0.458333343,0.609375,0.528301895,0.611764729,0.620689631,0.214285716,0.899999976,0.471698105,0.652173936,0.448717952,1,0,0.323809534,0.322580636,0
1542224356,0,0.530223846,0.976584077,0.509205699,0.685770512,0.553080976,0.501700401,0.694635808,0.990177989,1.268572807,1.359034777,1.40809989,1.717372656,0.785030067,0.874731362,1.093790054,1.346577168,0.162565798,0.283745855,0.398978114,0.631849408,0.102505751,0.210914686,0.066340417,0.051993884,0.108045161,0.070668064,0.101673625,0.104799643,0.561173439,0.508812189,0.525620639,0.559183598,0.184312344,0.166822299,0.254895717,0.238099784,0.043963287,0.042782739,0.051469576,0.045923099,0.117647059,1,0.040540539,0.48888889,0,0.472222209,0.625,0.509433985,0.611764729,0.617391288,0.385714293,0.930769205,0.471698105,0.641304374,0.551282048,1,0,0.333333343,0.306451619,0
1542224356,0,0.530223846,0.976584077,0.690809608,0.685770512,0.553080976,0.513626039,0.707782388,0.972380042,1.268572807,1.343558669,1.523286104,1.760123968,0.785030067,0.864023089,1.166829109,1.387034059,0.162565798,0.296246439,0.374718934,0.631490529,0.102505751,0.214924872,0.081203736,0.048283499,0.108045161,0.074016519,0.084440112,0.093413204,0.561173439,0.500335395,0.55214417,0.572996795,0.184312344,0.165853903,0.242993966,0.242695823,0.043963287,0.044869274,0.03921799,0.042610709,0.117647059,1,0.283783793,0.48888889,0,0.486111104,0.65625,0.471698105,0.611764729,0.600000024,0.557142854,0.969230771,0.471698105,0.630434811,0.641025662,1,0,0.346153855,0.258064508,0
1542224356,0,0.530223846,0.976584077,0.690809608,0.682768703,0.553080976,0.52638793,0.693612754,0.945390403,1.268572807,1.33267045,1.540673256,1.805173755,0.785030067,0.857526779,1.177231193,1.427123547,0.162565798,0.308251798,0.342982203,0.623794436,0.102505751,0.217400074,0.079380378,0.044424098,0.108045161,0.077101626,0.079894401,0.081328034,0.561173439,0.49356699,0.561793625,0.588875711,0.184312344,0.165273175,0.243295878,0.246588871,0.043963287,0.04665814,0.03563574,0.038783263,0.117647059,1,0.283783793,0.5,0,0.5,0.625,0.423076928,0.611764729,0.591304362,0.585714281,1,0.471698105,0.619565189,0.653846145,1,0,0.365384609,0.209677413,0
1542224356,0,0.530223846,0.976584077,0.689693391,0.682768703,0.553080976,0.537725627,0.682474196,0.913090467,1.268572807,1.326628804,1.558583498,1.84758997,0.785030067,0.851559103,1.190864682,1.456965685,0.162565798,0.314695865,0.30457145,0.606683552,0.102505751,0.218786612,0.077157535,0.041493483,0.108045161,0.079645693,0.075885564,0.07051827,0.561173439,0.489852667,0.570516884,0.606458545,0.184312344,0.164057389,0.24465251,0.2467044,0.043963287,0.047657639,0.031787504,0.034825288,0.117647059,1,0.283783793,0.5,0,0.527777791,0.619047642,0.365384609,0.611764729,0.578947365,0.614285707,1,0.471698105,0.615384638,0.675324678,1,0,0.365384609,0.145161286,0
1542224356,0,0.530223846,0.976584077,0.685734868,0.676305234,0.553080976,0.543462336,0.679969549,0.885417938,1.268572807,1.319481611,1.576076388,1.877684355,0.785030067,0.844229758,1.208909392,1.465701342,0.162565798,0.31281969,0.266770124,0.583738983,0.102505751,0.220971465,0.074227519,0.039241444,0.108045161,0.08151067,0.073248647,0.063512273,0.561173439,0.486669004,0.576642334,0.62391305,0.184312344,0.1629228,0.247593626,0.241624534,0.043963287,0.047926068,0.028287869,0.031708721,0.117647059,1,0.270270258,0.477272719,0,0.527777791,0.619047642,0.307692319,0.611764729,0.584070802,0.628571451,1,0.471698105,0.604395628,0.701298714,1,0,0.365384609,0.080645159,0
1542224356,0,0.530223846,0.976584077,0.685734868,0.669178843,0.553080976,0.541990757,0.688574731,0.875946164,1.268572807,1.308283687,1.594515204,1.886996746,0.785030067,0.833510458,1.230273724,1.444034815,0.162565798,0.305693746,0.238025829,0.562861621,0.102505751,0.224888042,0.071568862,0.038669791,0.108045161,0.082674779,0.07203839,0.062249962,0.561173439,0.482687384,0.580102086,0.638542354,0.184312344,0.161768064,0.250762731,0.230264932,0.043963287,0.047981746,0.0255279,0.030272938,0.117647059,1,0.270270258,0.477272719,0,0.527777791,0.634920657,0.25999999,0.611764729,0.566371679,0.657142878,1,0.471698105,0.600000024,0.727272749,1,0,0.349514574,0.049180329,0
1542224356,0,0.530223846,0.940953672,0.685734868,0.652160227,0.553080976,0.534224927,0.704686582,0.888913572,1.268572807,1.29433918,1.617569089,1.871365547,0.785030067,0.827145159,1.253704906,1.385790586,0.162565798,0.300028473,0.224448323,0.55342716,0.102505751,0.215225175,0.068325862,0.039211944,0.108045161,0.08436539,0.07137347,0.06763503,0.561173439,0.485599875,0.584008813,0.649566591,0.184312344,0.165609241,0.252670854,0.212348267,0.043963287,0.049200311,0.023621017,0.031238148,0.117647059,0.972972989,0.270270258,0.431818187,0,0.513888896,0.633333325,0.300000012,0.611764729,0.557522118,0.685714304,1,0.471698105,0.588888884,0.753246725,1,0,0.349514574,0.016393442,0
1542224356,0,0.530223846,0.909558654,0.68314898,0.652160227,0.553080976,0.52307409,0.723514318,0.888913572,1.268572807,1.283451438,1.64877677,1.871365547,0.785030067,0.835084796,1.279618621,1.385790586,0.162565798,0.301214933,0.22792244,0.55342716,0.102505751,0.205556139,0.063955493,0.039211944,0.108045161,0.0844201,0.070184827,0.06763503,0.561173439,0.486209333,0.590888798,0.649566591,0.184312344,0.173163593,0.252550095,0.212348267,0.043963287,0.05065085,0.022420812,0.031238148,0.117647059,0.932432413,0.270270258,0.431818187,0,0.5,0.666666687,0.300000012,0.611764729,0.548672557,0.742857158,1,0.471698105,0.600000024,0.792207778,1,0,0.34653464,0.033333335,0
1542224357,0,0.530223846,0.871328354,0.68314898,0.652160227,0.553080976,0.512559772,0.743144751,0.888913572,1.268572807,1.284900427,1.69072938,1.871365547,0.785030067,0.85650903,1.310783982,1.385790586,0.162565798,0.308510512,0.244722709,0.55342716,0.102505751,0.189772248,0.059062403,0.039211944,0.108045161,0.083073802,0.067812055,0.06763503,0.561173439,0.491818428,0.601023555,0.649566591,0.184312344,0.183405936,0.250579894,0.212348267,0.043963287,0.051929586,0.02152211,0.031238148,0.117647059,0.878378391,0.270270258,0.431818187,0,0.492957741,0.699999988,0.300000012,0.611764729,0.544642866,0.811594188,1,0.471698105,0.622222245,0.83116883,1,0,0.356435657,0.050000001,0
1542224357,0,0.530223846,0.873518884,0.68314898,0.652160227,0.553080976,0.504110515,0.765161037,0.888913572,1.268572807,1.296804309,1.742862105,1.871365547,0.785030067,0.887050748,1.350929499,1.385790586,0.162565798,0.316342175,0.268580198,0.55342716,0.102505751,0.185657218,0.053417988,0.039211944,0.108045161,0.079305537,0.064520776,0.06763503,0.561173439,0.492036462,0.612915635,0.649566591,0.184312344,0.191533044,0.248581097,0.212348267,0.043963287,0.051467746,0.02056453,0.031238148,0.117647059,0.878378391,0.270270258,0.431818187,0,0.478873253,0.733333349,0.300000012,0.611764729,0.553571403,0.884057999,1,0.471698105,0.651685417,0.883116901,1,0,0.356435657,0.100000001,0
1542224357,0,0.530223846,0.892156422,0.68314898,0.652160227,0.553080976,0.498590142,0.792453825,0.888913572,1.268572807,1.315010071,1.802967906,1.871365547,0.785030067,0.922537804,1.402178645,1.385790586,0.162565798,0.319697767,0.294255078,0.55342716,0.102505751,0.185468495,0.047375306,0.039211944,0.108045161,0.074938305,0.060933612,0.06763503,0.561173439,0.491047859,0.624267817,0.649566591,0.184312344,0.198907673,0.248074248,0.212348267,0.043963287,0.049637679,0.019348985,0.031238148,0.117647059,0.905405402,0.270270258,0.431818187,0,0.478873253,0.783333361,0.300000012,0.611764729,0.571428597,0.9710145,1,0.471698105,0.696629226,0.973333359,1,0,0.366336644,0.13333334,0
1542224357,0,0.530223846,0.954891741,0.681321025,0.652160227,0.553080976,0.497447163,0.830810845,0.888913572,1.268572807,1.344620109,1.87031579,1.871365547,0.785030067,0.961754262,1.462580562,1.385790586,0.162565798,0.318413764,0.318786234,0.55342716,0.102505751,0.19806543,0.041084114,0.039211944,0.108045161,0.069081873,0.057964716,0.06763503,0.561173439,0.485889018,0.634846389,0.649566591,0.184312344,0.20122005,0.248275295,0.212348267,0.043963287,0.045743641,0.0178295,0.031238148,0.117647059,0.986486495,0.270270258,0.431818187,0,0.464788735,0.850000024,0.300000012,0.611764729,0.598214269,1,1,0.471698105,0.741573036,1,1,0,0.366336644,0.183333337,0
1542224357,0,0.530223846,1.012102723,0.680286407,0.776174724,0.553080976,0.503851175,0.877902985,1.05458498,1.268572807,1.396356344,1.945262551,1.43873322,0.785030067,1.006456614,1.527039766,0.585339189,0.162565798,0.315071434,0.339279741,0.61442703,0.102505751,0.203223199,0.035130013,0.113252163,0.108045161,0.063055322,0.055372592,0.215009078,0.561173439,0.492296726,0.646627903,0.520720899,0.184312344,0.20059827,0.246849179,0.072981194,0.043963287,0.040826488,0.016020337,0.078036681,0.117647059,1,0.270270258,0.704545438,0,0.471428573,0.933333337,0.620000005,0.611764729,0.642857134,1,0.71875,0.471698105,0.786516845,1,0.418032795,0,0.356435657,0.216666669,0
1542224357,0,1.102747917,1.031739116,0.680286407,0.78177613,0.70333457,0.518751502,0.877902985,1.076591611,1.420098066,1.467680335,1.945262551,1.442356706,1.210910082,1.052746773,1.527039766,0.738620937,0.726597488,0.312903911,0.339279741,0.605783641,0.193101525,0.189532578,0.035130013,0.109639399,0.076979019,0.058169626,0.055372592,0.216163412,0.400992185,0.517160177,0.646627903,0.501819134,0.247712478,0.198925957,0.246849179,0.099268511,0.081214823,0.036211677,0.016020337,0.07310956,1,1,0.270270258,0.720930219,0.144736841,0.5,0.933333337,0.660000026,0.788235307,0.705357134,1,0.71875,1,0.842696607,1,0.549180329,0.432203382,0.356435657,0.216666669,0
1542224357,0,1.143655539,1.028792381,0.680286407,0.783810079,0.672033548,0.540168941,0.877902985,1.086510777,1.402565241,1.540744305,1.945262551,1.444794536,1.276291966,1.093751073,1.527039766,0.841681659,0.729865611,0.312546134,0.339279741,0.589267552,0.204266697,0.168671817,0.035130013,0.106718585,0.068956554,0.054754406,0.055372592,0.214259818,0.370772243,0.548269987,0.646627903,0.488904953,0.277226001,0.195885047,0.246849179,0.121930301,0.078778483,0.03241875,0.016020337,0.068186358,1,1,0.270270258,0.720930219,0.105263159,0.528571427,0.933333337,0.680000007,0.764705896,0.776785731,1,0.71875,1,0.897727251,1,0.631147563,0.440677971,0.356435657,0.216666669,0
1542224357,0,1.144844651,1.029322863,0.680286407,0.789969087,0.646092594,0.561710835,0.877902985,1.090567708,1.381353378,1.599160075,1.945262551,1.448034048,1.299206257,1.121993065,1.527039766,0.896407068,0.72002089,0.312951624,0.339279741,0.569539309,0.206449077,0.154209748,0.035130013,0.106064051,0.065472797,0.052541181,0.055372592,0.211917505,0.355894864,0.572728932,0.646627903,0.482650876,0.294560492,0.190889508,0.246849179,0.135520875,0.077622771,0.029630613,0.016020337,0.063846692,1,1,0.270270258,0.744186044,0.065789476,0.557142854,0.933333337,0.699999988,0.741176486,0.828828812,1,0.709677398,1,0.942528725,1,0.672131121,0.432203382,0.356435657,0.216666669,0
1542224357,0,1.144844651,1.029322863,0.680286407,0.803165674,0.633447707,0.578646362,0.877902985,1.092391729,1.353858471,1.635670185,1.945262551,1.452059269,1.297947168,1.135760903,1.527039766,0.92388624,0.703392267,0.312856346,0.339279741,0.55424881,0.212282717,0.145692438,0.035130013,0.107688591,0.065390959,0.051613174,0.055372592,0.209602162,0.343501329,0.588551342,0.646627903,0.479803324,0.302007109,0.186155155,0.246849179,0.142196938,0.07681787,0.027987914,0.016020337,0.060708962,1,1,0.270270258,0.767441869,0.052631579,0.585714281,0.933333337,0.699999988,0.70588237,0.863636374,1,0.717741907,1,0.954023004,1,0.696721315,0.415254235,0.356435657,0.216666669,0
1542224357,0,1.144844651,1.029322863,0.680286407,0.803165674,0.633447707,0.588905454,0.877902985,1.092391729,1.353858471,1.655146718,1.945262551,1.452059269,1.297947168,1.137817383,1.527039766,0.92388624,0.703392267,0.312085688,0.339279741,0.55424881,0.212282717,0.141577765,0.035130013,0.107688591,0.065390959,0.051354408,0.055372592,0.209602162,0.343501329,0.598162234,0.646627903,0.479803324,0.302007109,0.181756362,0.246849179,0.142196938,0.07681787,0.027149256,0.016020337,0.060708962,1,1,0.270270258,0.767441869,0.052631579,0.600000024,0.933333337,0.673913062,0.702380955,0.888888896,1,0.717741907,1,0.954023004,1,0.689075649,0.415254235,0.356435657,0.216666669,0
1542224357,0,1.144844651,1.029322863,0.680286407,0.803165674,0.633447707,0.593996286,0.877902985,1.092391729,1.353858471,1.667945266,1.945262551,1.452059269,1.297947168,1.136304617,1.527039766,0.92388624,0.703392267,0.309037417,0.339279741,0.55424881,0.212282717,0.139119044,0.035130013,0.107688591,0.065390959,0.051057562,0.055372592,0.209602162,0.343501329,0.605353415,0.646627903,0.479803324,0.302007109,0.177978814,0.246849179,0.142196938,0.07681787,0.026491173,0.016020337,0.060708962,1,1,0.270270258,0.761904776,0.053333335,0.600000024,0.933333337,0.673913062,0.702380955,0.898148119,1,0.717741907,1,0.954023004,1,0.689075649,0.415254235,0.356435657,0.216666669,0
